citation,artist
"Toujours le même schéma : désir, pulsion
Désillusion, qu'est-ce qui va pas chez moi ?","désir, pulsion
Désillusion, qu'est-ce qui va pas chez moi ?~NekfeuSource"
"J'me sens renoi, juif, blanc, rebeu et noi-chi:
Jamais je ne choisirai la couleur du emoji","
Jamais je ne choisirai la couleur du emoji~NekfeuSource"
Pas de confiance en moi j'doutais de tout mais pas de nous deux,Energie sombre
"Mais je pense encore à toi, je suis parti sans savoir où j'allais, il ne me restait de ta bouche qu'un mot d'amour tracé sur mon miroir avec ton rouge à lèvres, et je pense encore à toi",Rouge à lèvres
Maintenant je vis mes rêves comme si j'avais invoqué Shenron,Nekketsu
"C'est drôle, avant l'crash, les drones cachent l'astre solaire:
Mais, au jugement dernier, est-ce que les kalashs te sauvèrent ?","
Mais, au jugement dernier, est-ce que les kalashs te sauvèrent ?~NekfeuSource"
Tu vis dans un monde où l'État peut te piller ou t'épier,Le Horla
"Pendant qu'ses copains révisaient, le petit Ken devenait écrivain.
Oui, je pense qu'à m'amuser mais, pour la coke, j'ai le nez de Krilin",On verra
Peur de souffrir j'étais distant comme pour dire tu m'possèdes pas ,Galatée
"L'amour est mort en bas, ils m'auront pas",Le Horla
"C'est pour mes frères et sœurs d'une autre mère,
on a acquis le statut d'famille",Reuf
"J'suis high comme une OD, t'es fly comme une hôtesse",O.D
"Sur le terrain ou à l'arrière, à la ZZ,
j'suis à Sète avec Catherine, on refait cette scène,
ouais, ouais, je tourne avec Catherine du Nine",Squa
"C'est trop simple d'être compliqué, c'est compliqué d'être simple",Takostubo
"Regarde ton nombril avant d'enfoncer les filles:
Dis à ceux qui te jugent que c'est juste un vice de plus,
j'ai plus d'amour pour les salopes que pour tous ces fils de pute","
Dis à ceux qui te jugent que c'est juste un vice de plus,
j'ai plus d'amour pour les salopes que pour tous ces fils de pute~NekfeuSource"
"On sèche les cours, la flemme marque le quotidien.
Être en couple, ça fait mal que quand t'y tiens",On verra
"On n'est pas des codes barres
T'as la cote sur les réseaux puis ta cote part",Nique les clones pt.II
"Est-ce que, pour n'pas la gifler, t'as dû te battre contre l'instinct ?
T'es-tu juré que plus jamais tu perdrais l'contrôle à c'point ?",Humanoïde
"J'aimerais agir autrement, suffit d'un rien,
peut-être une main tendue, rare,
de voir un être humain être humain",Être humain
"J'ai fumé des forêts de séquoia, j'étais souvent à sec, khoya",Squa
"Je me sens proche de L.A.
Moi aussi, j'me suis construit sur des failles",Égérie
"Je côtoie des filles de mon âge et puis des filles âgées,
mais même en amour, je vois peu de défis",Princesse
Sans ton reflet dans mes yeux ma vie ne ressemble à rien,O.D
"Mon reflet dans ce miroir rempli par l'orage, me rappelle qu'on s'ra tout seul quand on mourra",Le bruit qui court
"J'prends la souris, fais parcourir la flèche sur ton visage, zoom sur ton sourire, j'essaie d'savoir si t'es heureuse ou pas, tu transformes les colombes en corbeaux",Stalker
"T'es rien dans l'univers et avant tu rayonnais,
libère ta lumière, ils voudront te raisonner, libère ta lumièreQuand t'as pas d'argent, dans ce monde, t'as pas d'droit",On verra
"On se voit, on s'en va, on s’envoie en l'air, l'enfer à l'envers, j'ai la tête en l'air, y'a les morts, y'a le manque, y'a les mots en l'air, j'veux le bien pour les miens et les mains en l'air",Chanson d'amour
J'ai peur des choses qui sont trop bien alignées à part les planètes,Éternité
"Seine Zoo, le French OVO, voilà nos vies en VO, voyages en avion, beaucoup d'envieux, on protège nos vieux",Saturne
